SeqID,birdlow,birdmou,birdbho,birdsac,birdbak,birdgun,birddzo,oeco,othants,GI ,%overlap,length of match,E-value,ID,Phylum,Class,Order,Family,Genus,Species
seq1158,0,0,0,1,0,0,0,0,0,gi|663337766|gb|KJ136729.1|,82.39,159,3.51E-27,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Cecidomyiidae,[5]Oligotrophini_sp._DK-2014,[6]Oligotrophini_sp._DK-2014
seq1162,0,0,1,0,0,0,0,0,0,gi|922579247|gb|KT303986.1|,93,100,1.25E-31,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Scarabaeidae,[5]Trochalus,[6]Trochalus_sp._DA0878
seq1163,0,0,0,0,0,1,0,0,0,gi|316990067|gb|GU901806.1|,86.861,137,9.70E-33,"Fridericia parathalassia isolate CE1029 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Annelida,[2]Clitellata,[3]Haplotaxida,[4]Enchytraeidae,[5]Fridericia,[6]Fridericia_parathalassia
seq1164,1,0,0,0,0,0,0,0,0,gi|594707382|gb|KJ147216.1|,81.034,116,7.71E-14,N/A,[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Vespidae,[5]Vespula,[6]Vespula_acadica
seq1165,0,0,0,1,0,0,0,0,0,gi|296124702|gb|GU569196.1|,88.112,143,2.68E-38,"Pseudocaecilius citricola 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Pseudocaeciliidae,[5]Pseudocaecilius,[6]Pseudocaecilius_citricola
seq1166,0,0,0,0,0,0,0,0,1,gi|316990051|gb|GU901790.1|,84.892,139,2.10E-29,"Enchytraeus japonensis isolate CE881 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Annelida,[2]Clitellata,[3]Haplotaxida,[4]Enchytraeidae,[5]Enchytraeus,[6]Enchytraeus_japonensis
seq1167,0,1,0,0,0,0,0,0,0,gi|296124706|gb|GU569200.1|,84.028,144,1.26E-26,"Peripsocus subfasciatus 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Peripsocidae,[5]Peripsocus,[6]Peripsocus_subfasciatus
seq1168,0,0,0,1,0,0,0,0,0,gi|1150147233|ref|NC_033853.1|,90.446,157,2.04E-49,N/A,[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Pseudocosmetura,[6]Pseudocosmetura_anjiensis
seq1171,0,0,1,0,0,0,0,0,0,gi|394337134|gb|JX131613.1|,82.979,141,7.61E-24,"Diadromus collaris mitochondrion, partial genome",[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Ichneumonidae,[5]Diadromus,[6]Diadromus_collaris
seq1173,0,0,1,0,0,0,0,0,0,gi|917544409|gb|KP986320.1|,81.679,131,9.91E-18,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Tryonicidae,[5]Rothisilpha,[6]Rothisilpha_bouleti
seq1174,0,0,1,0,0,0,0,0,0,gi|161318271|gb|EU164613.1|,81.507,146,1.65E-20,"Corticarina sp. 1 NPL-2007 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Latridiidae,[5]Corticarina,[6]Corticarina_sp._1_NPL-2007
seq1175,0,0,1,0,0,0,0,0,0,gi|291191687|gb|FJ973875.1|,82.927,164,2.10E-29,"Galerucinae sp. BMNH 835056 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Chrysomelidae,[5]Galerucinae,[6]Galerucinae_sp._BMNH_835056
seq1176,0,0,0,1,0,0,0,0,0,gi|451939684|gb|JX020538.1|,89.474,95,9.84E-23,"Eurhadina fasciata 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Cicadellidae,[5]Eurhadina,[6]Eurhadina_fasciata
seq1177,0,0,0,0,0,1,0,0,0,gi|110431098|emb|AJ831607.1|,80,165,2.13E-19,"Theresimima ampellophaga mitochondrial tRNA-Leu (CUN) gene for transfer RNA-Leu (CUN) and partial 16S rRNA gene, specimen voucher Z002004",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Zygaenidae,[5]Theresimima,[6]Theresimima_ampellophaga
seq1178,0,0,0,0,1,0,0,0,0,gi|395484278|gb|JQ425022.1|,100,130,5.60E-60,"Nais communis/variabilis complex sp. A4 isolate CE3953 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Annelida,[2]Clitellata,[3]Haplotaxida,[4]Naididae,[5]Nais,[6]Nais_communis/variabilis_complex_sp._A4
seq1179,0,0,0,0,1,0,0,0,0,gi|913201610|gb|KP011482.1|,92.5,160,4.36E-56,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Poeonoma,[6]Poeonoma_serrata
seq1180,0,0,0,0,0,1,0,0,0,gi|146198186|dbj|AB265404.1|,88.824,170,2.64E-48,"Psyra bluethgeni gene for 16S rRNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Psyra,[6]Psyra_bluethgeni
seq1181,0,0,0,0,0,1,0,0,0,gi|914731480|gb|KR005723.1|,87.037,162,1.60E-40,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Erotylidae,[5]Pharaxonotha,[6]Pharaxonotha_portophylla
seq1185,0,0,1,0,0,0,0,0,0,gi|319740814|gb|GU947385.1|,83.851,161,1.25E-31,"Chloromyia formosa 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Stratiomyidae,[5]Chloromyia,[6]Chloromyia_formosa
seq1186,0,0,1,0,0,0,0,0,0,gi|422899273|gb|JQ613889.1|,95,160,2.59E-63,"Phytosciara flavipes voucher 88 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Sciaridae,[5]Phytosciara,[6]Phytosciara_flavipes
seq1188,0,0,0,1,0,0,0,0,0,gi|1064244473|gb|KX631458.1|,96.226,159,1.54E-65,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Aphididae,[5]Matsumuraja,[6]Matsumuraja_rubifoliae
seq1189,0,0,0,1,0,0,0,0,0,gi|19073317|gb|AF473541.1|,83.117,154,7.55E-29,"Lygus elisus 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Miridae,[5]Lygus,[6]Lygus_elisus
seq1190,0,0,0,0,0,1,0,0,0,gi|669677967|gb|KF438121.1|,88.194,144,7.45E-39,N/A,[1]Arthropoda,[2]Insecta,[3]Ephemeroptera,[4]Baetidae,[5]Baetis,[6]Baetis_pseudorhodani
seq1193,0,0,1,0,0,0,0,0,0,gi|310618922|gb|HQ178282.1|,85.714,168,1.02E-37,"Spodoptera eridania voucher SPO-B70 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Spodoptera,[6]Spodoptera_eridania
seq1196,0,0,0,0,0,1,0,0,0,gi|1200754280|gb|KY427968.1|,88.125,160,2.17E-44,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Tephritidae,[5]Toxotrypana,[6]Toxotrypana_littoralis
seq1197,0,0,0,0,0,1,0,0,0,gi|1169627671|gb|KY468344.1|,79.861,144,3.76E-17,N/A,[1]Arthropoda,[2]Collembola,[3]Entomobryomorpha,[4]Entomobryidae,[5]Entomobrya,[6]Entomobrya_sp._9691_1
seq1198,1,0,0,0,0,0,0,0,0,gi|619323478|gb|KF626026.1|,82.822,163,7.98E-29,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Elateridae,[5]Cardiophorinae,[6]Cardiophorinae_sp._UPOL_RK0035
seq1199,0,0,1,0,0,0,0,0,0,gi|1216867105|gb|KY817245.1|,81.633,98,4.90E-11,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Cicadellidae,[5]Scaphoideus,[6]Scaphoideus_varius
seq1200,0,0,1,0,0,0,0,0,0,gi|12002759|gb|AF158079.1|AF158079,95.57,158,2.73E-63,"Ricanula pulverosa 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Ricaniidae,[5]Ricanula,[6]Ricanula_pulverosa
seq1202,0,0,0,0,0,0,0,1,0,gi|395757488|gb|JN377605.1|,85.89,163,7.86E-39,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Cicadidae,[5]Kosemia,[6]Kosemia_admirabilis
seq1205,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,84.81,158,6.12E-35,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq1206,0,0,1,0,0,0,0,0,0,gi|151303592|gb|EF485047.1|,82.317,164,7.98E-29,"Parnassius simo avinovi 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Papilionidae,[5]Parnassius,[6]Parnassius_simo
seq1207,0,0,1,0,0,0,0,0,0,gi|146198159|dbj|AB265377.1|,90.419,167,4.63E-51,"Alcis angulifera gene for 16S rRNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Alcis,[6]Alcis_angulifera
seq1208,0,0,1,0,0,0,0,0,0,gi|211922759|dbj|AB375487.1|,87.313,134,1.33E-31,"Actenicerus giganteus mitochondrial gene for 16S ribosomal RNA, partial sequence, specimen_voucher: NUM:Ae02-000088",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Elateridae,[5]Actenicerus,[6]Actenicerus_giganteus
seq1209,0,0,1,0,0,0,0,0,0,gi|116518526|gb|EF012758.1|,81.132,159,2.89E-23,"Fulvius variegatus 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Miridae,[5]Fulvius,[6]Fulvius_variegatus
seq1210,0,0,1,0,0,0,0,0,0,gi|109628848|gb|DQ538563.1|,80.368,163,1.04E-22,"Glypta fumiferanae 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Ichneumonidae,[5]Glypta,[6]Glypta_fumiferanae
seq1212,0,0,0,0,0,0,0,1,0,gi|21322141|gb|AF467685.1|,83.439,157,2.22E-29,"Acidiella angustifascia 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Tephritidae,[5]Acidiella,[6]Acidiella_angustifascia
seq1213,0,0,0,0,0,1,0,0,0,gi|109390784|emb|AJ495524.1|,83.439,157,6.17E-30,Cleonus piger partial mitochondrial 16S rRNA gene,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Curculionidae,[5]Cleonus,[6]Cleonus_piger
seq1214,0,0,0,0,0,1,0,0,0,gi|1092183606|gb|KX035217.1|,85.987,157,1.02E-37,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Curculionidae,[5]Anisandrus,[6]Anisandrus_dispar
seq1219,0,0,0,1,0,0,0,0,0,gi|6092047|dbj|AB026613.1|,89.634,164,2.16E-49,"Pseudovelia tibialis mitochondrial gene for 16S ribosomal RNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Veliidae,[5]Pseudovelia,[6]Pseudovelia_tibialis
seq1221,0,0,0,1,0,0,0,0,0,gi|1233046021|gb|KX785241.1|,87.037,162,1.31E-41,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Acrapex,[6]Acrapex_incrassata
seq1223,0,0,0,1,0,0,0,0,0,gi|1064244475|gb|KX631460.1|,96.226,159,1.63E-65,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Aphididae,[5]Cavariella,[6]Cavariella_sapporoensis
seq1225,0,0,0,0,1,0,0,0,0,gi|1233046020|gb|KX785240.1|,88.415,164,1.68E-45,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Acrapex,[6]Acrapex_gracilis
seq1226,0,0,0,0,1,0,0,0,0,gi|58577539|emb|AJ781547.1|,82.474,97,3.79E-12,Platycorynus chalybaeus partial 16S rRNA gene,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Chrysomelidae,[5]Platycorynus,[6]Platycorynus_chalybaeus
seq1227,0,0,0,0,1,0,0,0,0,gi|296124719|gb|GU569213.1|,86.986,146,1.32E-36,"Stenopsocus nigricellus 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Stenopsocidae,[5]Stenopsocus,[6]Stenopsocus_nigricellus
seq1228,0,0,0,0,0,0,0,1,0,gi|27464033|gb|AF514609.1|,79.394,165,2.25E-19,"Taciturna lyndonestesi 16S ribosomal RNA gene, partial sequence",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Gryllidae,[5]Taciturna,[6]Taciturna_lyndonestesi
seq1229,0,0,0,0,0,0,0,1,0,gi|922579033|gb|KT303772.1|,82.812,128,2.25E-19,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Scarabaeidae,[5]Hyposerica,[6]Hyposerica_sp._DA4341
seq1230,0,1,0,0,0,0,0,0,0,gi|1381394343|ref|NC_037515.1|,88.199,161,6.04E-45,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Erebidae,[5]Paraona,[6]Paraona_staudingeri
seq1231,1,0,0,0,0,0,0,0,0,gi|922579454|gb|KT304193.1|,98.125,160,1.25E-71,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Scarabaeidae,[5]Lepidoserica,[6]Lepidoserica_sp._835179
seq1232,0,0,0,0,1,0,0,0,0,gi|296124702|gb|GU569196.1|,88.112,143,2.83E-38,"Pseudocaecilius citricola 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Pseudocaeciliidae,[5]Pseudocaecilius,[6]Pseudocaecilius_citricola
seq1233,0,0,1,0,0,0,0,0,0,gi|188571627|gb|EF487931.1|,93.21,162,7.64E-59,"Microserica interrogator voucher BMNH 678398 16S large subunit ribosomal RNA gene, partial sequence; tRNA-Leu gene, complete sequence; and NADH dehydrogenase subunit 1 (ND1) gene, partial cds; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Scarabaeidae,[5]Microserica,[6]Microserica_interrogator
seq1234,0,0,1,0,0,0,0,0,0,gi|557469512|gb|KF590544.1|,86.42,162,2.19E-39,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Nymphalidae,[5]Parantica,[6]Parantica_sita
seq1236,0,0,0,0,0,1,0,0,0,gi|146198166|dbj|AB265384.1|,89.697,165,5.99E-50,"Chariaspilates formosaria gene for 16S rRNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Chariaspilates,[6]Chariaspilates_formosaria
seq1238,0,0,0,0,1,0,0,0,0,gi|541136210|gb|KF134821.1|,81.301,123,4.87E-16,"Tetra pinnatifidae haplotype H4 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Arachnida,[3]Trombidiformes,[4]Eriophyidae,[5]Tetra,[6]Tetra_pinnatifidae
seq1239,0,0,1,0,0,0,0,0,0,gi|169730460|gb|EU368565.1|,83.974,156,1.33E-31,"Coptotettix fangchengensis 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tetrigidae,[5]Coptotettix,[6]Coptotettix_fangchengensis
seq1240,0,0,0,0,1,0,0,0,0,gi|1199285042|gb|KX529271.1|,87.654,162,3.63E-42,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Phoridae,[5]Megaselia,[6]Megaselia_subpleuralis
seq1241,0,0,0,0,1,0,0,0,0,gi|1126363190|dbj|LC061486.1|,99.367,158,7.48E-74,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Drosophilidae,[5]Scaptomyza,[6]Scaptomyza_himalayana
seq1242,0,0,1,0,0,0,0,0,0,gi|146198220|dbj|AB265438.1|,83.537,164,4.77E-31,"Scopula sp. ja001 gene for 16S rRNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Scopula,[6]Scopula_sp._ja001
seq1243,0,0,1,0,0,0,0,0,0,gi|662242485|dbj|AB858383.1|,80.488,164,3.74E-22,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Urostylididae,[5]Urochela,[6]Urochela_quadrinotata
seq1244,0,0,0,1,0,0,0,0,0,gi|1023973170|gb|KU949088.1|,86.585,164,2.19E-39,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Sciaridae,[5]Peyerimhoffia,[6]Peyerimhoffia_alpina
seq1246,0,0,1,0,0,0,0,0,0,gi|313662211|gb|HQ392511.1|,84.118,170,6.12E-35,"Grapholita molesta mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Tortricidae,[5]Grapholita,[6]Grapholita_molesta
seq1247,0,0,1,0,0,0,0,0,0,gi|480320935|gb|JX556720.1|,87.069,116,4.80E-26,"Oliarus sp. 2 NS-2013 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Cixiidae,[5]Oliarus,[6]Oliarus_sp._2_NS-2013
seq1250,0,0,0,0,0,0,1,0,0,gi|531242674|gb|KF318484.1|,78.378,148,8.15E-14,N/A,[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Pergidae,[5]Conocoxa,[6]Conocoxa_chalicipoda
seq1254,0,0,1,0,0,0,0,0,0,gi|608607513|gb|KJ396197.1|,88.82,161,1.30E-46,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Nolidae,[5]Risoba,[6]Risoba_prominens
seq1255,0,0,0,1,0,0,0,0,0,gi|1092183480|gb|KX035204.1|,81.29,155,8.03E-24,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Curculionidae,[5]Trypophloeus,[6]Trypophloeus_asperatus
seq1257,0,0,1,0,0,0,0,0,0,gi|188571664|gb|EF487950.1|,82.237,152,1.95E-24,"Astaena sp. BMNH 671334 16S large subunit ribosomal RNA gene, partial sequence; tRNA-Leu gene, complete sequence; and NADH dehydrogenase subunit 1 (ND1) gene, partial cds; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Scarabaeidae,[5]Astaena,[6]Astaena_sp._BMNH_671334
seq1260,0,0,0,1,0,0,0,0,0,gi|762023431|gb|KJ721855.1|,81.595,163,1.16E-26,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Scarabaeidae,[5]Brahmina,[6]Brahmina_sedakovi
seq1262,0,0,1,0,0,0,0,0,0,gi|340008214|gb|JN100019.1|,79.268,164,3.28E-17,"Stenopirates sp. HL-2011 mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Enicocephalidae,[5]Stenopirates,[6]Stenopirates_sp._HL-2011
seq1263,1,0,0,0,0,0,0,0,0,gi|146269476|gb|EF209465.1|,85.185,108,1.96E-19,"Riolus subviolaceus 16S ribosomal RNA (rrnL) gene, partial sequence; tRNA-Leu gene, complete sequence; and NADH dehydrogenase subunit 1 (nad1) gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Elmidae,[5]Riolus,[6]Riolus_subviolaceus
seq1264,0,0,1,0,0,0,0,0,0,gi|542129823|gb|KC185949.1|,84.146,164,8.92E-33,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Chrysomelidae,[5]Mimastra,[6]Mimastra_soreli
seq1265,0,0,0,0,0,1,0,0,0,gi|1151010582|gb|KY495958.1|,85.455,165,1.15E-36,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Staphylinidae,[5]Ecitocryptus,[6]Ecitocryptus_sp._JP-2017
seq1270,0,0,0,1,0,0,0,0,0,gi|1244517796|dbj|LC228103.1|,82.53,166,6.95E-29,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Cecidomyiidae,[5]Mayetiola,[6]Mayetiola_destructor
seq1271,0,0,0,1,0,0,0,0,0,gi|913201607|gb|KP011479.1|,81.818,154,7.00E-24,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Feraxinia,[6]Feraxinia_nyei
seq1272,0,0,0,0,1,0,0,0,0,gi|602624643|gb|KF591910.1|,87.857,140,3.19E-37,N/A,[1]Arthropoda,[2]Collembola,[3]Entomobryomorpha,[4]Tomoceridae,[5]Tomocerus,[6]Tomocerus_sp._3_FZ-2014
seq1273,0,0,0,0,1,0,0,0,0,gi|195926767|dbj|AB285537.1|,85.714,161,8.86E-38,"Oiceoptoma subrufum mitochondrial gene for 16S ribosomal RNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Silphidae,[5]Oiceoptoma,[6]Oiceoptoma_subrufum
seq1274,0,0,0,1,0,0,0,0,0,gi|924434874|gb|KP082025.1|,91.358,162,2.41E-53,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Lymantriidae,[5]Telochurus,[6]Telochurus_sp._H52
seq1275,0,0,0,1,0,0,0,0,0,gi|924434919|gb|KP082070.1|,97.561,164,1.09E-71,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Lymantriidae,[5]Euproctis,[6]Euproctis_sp._H2
seq1276,0,0,0,0,0,1,0,0,0,gi|955662266|emb|LN888419.1|,82.692,156,3.23E-27,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Curculionidae,[5]Conotrachelus,[6]Conotrachelus_sp._group_4_MB-2015
seq1277,0,0,0,0,1,0,0,0,0,gi|522211278|gb|KF164823.1|,86.228,167,5.30E-40,"Salassa lemaii voucher MZUWSM9 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Saturniidae,[5]Salassa,[6]Salassa_lemaii
seq1278,1,0,0,0,0,0,0,0,0,gi|259053095|emb|FM955272.1|,82.716,162,6.95E-29,"Parnassius simo mitochondrial partial 16S rRNA gene, specimen voucher UP100-24",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Papilionidae,[5]Parnassius,[6]Parnassius_simo
seq1279,1,0,0,0,0,0,0,0,0,gi|522211278|gb|KF164823.1|,84.906,159,1.92E-34,"Salassa lemaii voucher MZUWSM9 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Saturniidae,[5]Salassa,[6]Salassa_lemaii
seq1280,0,0,0,1,0,0,0,0,0,gi|52699637|gb|AY555555.1|,86.429,140,2.48E-33,"Sminthurinus bimaculatus 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Collembola,[3]Symphypleona,[4]Katiannidae,[5]Sminthurinus,[6]Sminthurinus_bimaculatus
seq1284,0,0,0,0,1,0,0,0,0,gi|1654369|gb|U68152.1|MLU68152,83.146,89,4.27E-11,"Mirax lithocolletidis 16S mitochondrial ribosomal RNA, mitochondrial gene, partial sequence",[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Braconidae,[5]Mirax,[6]Mirax_lithocolletidis
seq1286,0,0,0,0,0,0,0,1,0,gi|66270002|gb|DQ023042.1|,86.607,112,7.00E-24,"Cardiocondyla emeryi isolate emeryi72A 16S large subunit ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Formicidae,[5]Cardiocondyla,[6]Cardiocondyla_emeryi
seq1287,0,0,0,0,0,0,0,0,1,gi|602624645|gb|KF591912.1|,79.333,150,9.12E-18,N/A,[1]Arthropoda,[2]Collembola,[3]Poduromorpha,[4]Hypogastruridae,[5]Ceratophysella,[6]Ceratophysella_sp._FZ-2014
seq1288,0,0,0,1,0,0,0,0,0,gi|696121454|gb|KF806850.1|,98.658,149,3.05E-67,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Lycidae,[5]Lycostomus,[6]Lycostomus_sp._UPOL_LF0304
seq1289,0,0,1,0,0,0,0,0,0,gi|339773535|gb|HM770490.1|,89.375,160,8.74E-48,"Eriothrix rufomaculatus isolate ERI 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Tachinidae,[5]Eriothrix,[6]Eriothrix_rufomaculatus
seq1291,0,0,0,1,0,0,0,0,0,gi|109390828|emb|AJ495550.1|,87.975,158,6.80E-44,Cionus alauda partial mitochondrial 16S rRNA gene,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Curculionidae,[5]Cionus,[6]Cionus_alauda
seq1292,0,0,0,0,0,1,0,0,0,gi|955662201|emb|LN888354.1|,87.162,148,1.48E-35,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Curculionidae,[5]Demimaea,[6]Demimaea_cf._strumosa_MB-2015
seq1293,1,0,0,0,0,0,0,0,0,gi|66270011|gb|DQ023051.1|,79.769,173,1.51E-20,"Monomorium pharaonis isolate Momomorium105A 16S large subunit ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Formicidae,[5]Monomorium,[6]Monomorium_pharaonis
seq1295,0,0,1,0,0,0,0,0,0,gi|1016563152|gb|KR262593.1|,87.421,159,1.14E-41,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Lauxaniidae,[5]Homoneura,[6]Homoneura_mayrhoferi
seq1296,0,0,0,0,1,0,0,0,0,gi|669677951|gb|KF438105.1|,85.526,152,6.90E-34,N/A,[1]Arthropoda,[2]Insecta,[3]Ephemeroptera,[4]Baetidae,[5]Baetis,[6]Baetis_rhodani
seq1298,0,0,1,0,0,0,0,0,0,gi|670351147|dbj|AB841473.1|,86.42,162,1.90E-39,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Saturniidae,[5]Samia,[6]Samia_wangi
seq1300,0,0,1,0,0,0,0,0,0,gi|334884241|gb|JF927832.1|,94.578,166,5.11E-65,"Himacerus nodipes mitochondrion, partial genome",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Nabidae,[5]Himacerus,[6]Himacerus_nodipes
seq1301,0,0,0,0,0,0,0,1,0,gi|290766612|gb|GU596611.1|,80.62,129,1.53E-15,"Vespa orientalis 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Vespidae,[5]Vespa,[6]Vespa_orientalis
seq1302,0,0,0,0,0,0,1,0,0,gi|996132864|gb|KP730782.1|,82.609,161,1.93E-29,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Drosophilidae,[5]Drosophila,[6]Drosophila_bifasciata
seq1305,1,0,0,0,0,0,0,0,0,gi|1011752277|gb|KR263006.1|,83.333,156,6.95E-29,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Cryptocercidae,[5]Cryptocercus,[6]Cryptocercus_shangmengensis
